0,0,0,0
42.71227348,0,0,0
21.26583229,0,0,0
23.45181487,0,0,0
31.42290388,0,0,0
34.21559824,0,0,0
6.692189167,0,0,0
6.159665054,0,0,0
37.48981462,0,0,0
13.99022449,0,0,0
87.79202901,0,0,0
60.96690735,0,0,0
1.357672939,0,0,0
13.30304766,0,0,0
22.46910473,0,0,0
37.34667124,0,0,0
71.42478092,0,0,0
87.70842676,0,0,0
28.95122583,0,0,0
13.67543418,0,0,0
34.59473123,0,0,0
32.47349376,0,0,0
67.53260494,0,0,0
115.1078747,0,0,0
25.50665619,0,0,0
10.4549593,0,0,1
4.969899133,0,0,0
47.86159277,0,0,0
50.27830974,0,0,0
52.2714466,0,0,1
38.2761593,0,0,1
50.74692141,0,0,1
44.09035696,0,0,1
47.11828081,0,0,1
9.747882867,0,0,1
31.11042691,0,0,1
62.06809152,0,0,1
75.24853905,0,0,1
5.068787522,0,0,1
45.30779899,0,0,1
17.43624269,0,0,1
2.025900673,0,0,1
5.056842435,0,0,1
17.95526947,0,0,1
1.749042362,0,0,1
14.47548231,0,0,1
9.926822053,0,0,1
0.777611465,0,0,1
8.951584863,0,0,1
23.13056696,0,0,1
1.324501447,0,0,1
4.747822329,0,0,1
11.12865379,0,0,1
10.62779388,0,0,1
2.820991029,0,0,1
13.71746158,0,0,1
0.038198756,0,0,1
25.37159788,0,0,1
11.67262695,0,0,1
4.955184857,0,0,1
10.34130993,0,0,1
16.31127929,0,0,1
3.077208063,0,0,1
13.08594986,0,0,1
12.31348423,0,0,1
1.334061202,0,0,1
18.76547717,6,0,1
6.185860392,5,0,1
6.41490724,5,0,1
3.185189389,4,-1,1
2.905949682,4,-1,1
17.51886172,6,1,1
6.304121485,6,0,1
3.652657029,6,0,1
4.469455857,6,0,1
11.63151724,6,0,1
3.290687722,7,0,1
12.69274011,8,0,1
12.14899845,6,0,1
5.96860644,7,0,1
1.110543066,7,0,1
23.745954,8,0,1
11.83555864,8,0,1
16.71352773,9,0,1
1.166108005,7,0,1
5.735214446,8,0,1
8.775972612,10,0,1
9.509339885,10,0,1
4.780988793,12,1,1
9.732149215,13,1,1
6.468815703,12,-1,1
8.381883118,13,1,1
3.037376184,13,-1,1
14.1784341,14,1,1
4.79126132,15,-1,1
0.906589152,14,1,1
10.28761357,15,-1,1
19.85437762,13,1,1
3.440700834,13,-1,1
1.574150868,10,1,1
1.625640107,11,-1,1
6.922458511,11,1,1
1.680551689,12,0,1
14.34814065,11,0,1
1.950408042,10,0,1
12.65465851,8,0,1
14.04408536,8,0,1
1.956214185,8,-1,1
1.184622398,9,1,1
18.46094426,12,-1,1
16.66302576,13,1,1
12.23947862,14,-1,1
24.10234957,14,1,1
9.954290373,13,-1,1
72.12564351,-11,46,1
3.902371128,2,1,1
39.57491881,7,-2,1
1.043296933,-5,-1,1
21.52795352,-4,11,1
78.82165595,9,18,1
38.50468791,-4,9,0
16.33963085,1,1,0
53.48913433,0,-1,0
23.27638228,0,1,0
73.22028203,0,-1,0
82.91531424,0,1,0
38.01783477,0,-1,0
12.89419567,0,1,0
81.37985587,0,-1,0
106.7747662,0,1,0
95.69467325,0,-1,0
53.97112077,0,1,0
6.596470441,0,-1,0
7.440102753,0,1,0
19.14202041,0,-1,0
37.23606552,0,1,0
87.33097859,0,-1,0
84.65581465,0,1,0
86.62051465,0,-1,0
7.355167026,0,1,0
33.93023257,0,-1,0
31.68116993,0,1,0
39.15936643,0,-1,0
