0,0,0,0,0,0,0,0,0,0,0,0
0,38,0,0,0,0,0,5,0,0,0,0
0,25,0,0,0,0,0,32,0,0,0,0
0,0,0,0,0,0,0,53,0,0,0,0
0,9,0,0,0,0,0,16,0,0,0,0
0,11,0,0,0,0,0,116,0,0,0,0
0,23,0,0,0,0,0,111,0,0,0,0
0,1,0,0,0,0,0,70,0,0,0,0
0,24,0,0,0,0,0,77,0,0,0,0
0,0,0,0,0,0,0,28,0,0,0,0
0,10,0,0,0,0,0,52,0,0,0,0
0,1,0,0,0,0,0,71,0,0,0,0
0,2,0,0,0,0,0,130,0,0,0,0
0,17,0,0,0,0,0,125,0,0,0,0
0,23,0,0,0,0,0,37,0,0,0,0
0,32,0,0,0,0,0,12,0,0,0,0
0,29,0,0,0,0,0,36,0,0,0,0
0,25,0,0,0,0,0,41,0,0,0,0
0,37,0,0,0,0,0,27,0,0,0,0
0,1,0,0,0,0,0,64,0,0,0,0
0,1,0,0,0,0,0,61,0,0,0,0
0,14,0,0,0,0,0,51,0,0,0,0
0,10,0,0,0,0,0,12,0,0,0,0
0,3,0,0,0,0,0,7,0,0,0,0
0,10,0,0,0,0,0,43,0,0,0,0
0,2,0,0,0,0,0,12,0,0,0,0
0,41,0,0,0,0,0,83,0,0,0,0
0,13,0,0,0,0,0,27,0,0,0,0
0,33,0,0,0,0,0,34,0,0,0,0
0,29,0,0,0,0,0,21,0,0,0,0
0,17,0,0,0,0,0,26,0,0,0,0
0,18,0,0,0,0,0,50,0,0,0,0
0,36,0,0,0,0,0,16,0,0,0,0
0,31,0,0,0,0,0,10,0,0,0,0
0,9,0,0,0,0,0,23,0,0,0,0
0,2,0,0,0,0,0,32,0,0,0,0
0,32,0,0,0,0,0,3,0,0,0,0
0,6,0,0,0,0,0,1,0,0,0,0
0,10,0,0,0,0,0,41,0,0,0,0
0,18,0,0,0,0,0,5,0,0,0,0
0,8,0,0,0,0,0,26,0,0,0,0
0,16,0,0,0,0,0,50,0,0,0,0
0,14,0,0,0,0,0,51,0,0,0,0
0,23,0,0,0,0,0,9,0,0,0,0
0,6,0,0,0,0,0,84,0,0,0,0
0,24,0,0,0,0,0,102,0,0,0,0
0,8,0,0,0,0,0,21,0,0,0,0
0,4,0,0,0,0,0,61,0,0,0,0
0,9,0,0,0,0,0,21,0,0,0,0
0,11,0,0,0,0,0,30,0,0,0,0
0,10,0,0,0,0,0,49,0,0,0,0
0,18,0,0,0,0,0,5,0,0,0,0
0,4,0,0,0,0,0,6,0,0,0,0
0,35,0,0,0,0,0,29,0,0,0,0
0,11,0,0,0,0,0,42,0,0,0,0
0,20,0,0,0,0,0,67,0,0,0,0
0,10,0,0,0,0,0,38,0,0,0,0
0,14,0,0,0,0,0,23,0,0,0,0
0,4,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,0,0,8,0,0,0,0
0,42,0,0,0,0,0,4,0,0,0,0
0,13,0,0,0,0,0,55,0,0,0,0
0,1173,0,0,0,0,0,35,0,0,0,0
1,117,0,0,0,0,0,18,0,0,0,0
1,37,0,0,0,0,0,4,0,0,0,0
1,31,0,0,0,0,0,54,0,0,0,0
1,44,0,0,0,0,0,83,0,0,0,0
1,67,0,0,0,0,0,79,0,0,0,0
1,32,0,0,0,0,0,0,0,0,0,0
1,37,0,0,0,0,0,16,0,0,0,0
1,23,0,0,0,0,0,10,0,0,0,0
1,16,0,0,0,0,0,21,0,0,0,0
1,17,0,0,0,0,0,80,0,0,0,0
1,69,0,0,0,0,0,49,0,0,0,0
1,17,0,0,0,0,0,0,0,0,0,0
1,26,0,0,0,0,0,11,0,0,0,0
1,16,0,0,0,0,0,2,0,0,0,0
1,28,0,0,0,0,0,1,0,0,0,0
1,3,0,0,0,0,0,1,0,0,0,0
1,6,0,0,0,100,0,10,0,0,0,0
1,12,-8,1,0,100,0,26,0,0,0,0
1,11,-6,-1,0,100,0,46,0,0,0,0
1,38,-12,1,0,100,0,27,0,0,0,0
1,8,-10,1,0,100,0,11,0,0,0,0
1,40,-16,1,0,100,0,2,0,0,0,0
1,108,-12,1,0,100,0,92,0,0,0,0
1,14,-10,1,0,100,0,58,0,0,0,0
1,18,-20,1,0,100,0,15,0,0,0,0
1,8,-12,1,0,100,0,12,0,0,0,0
1,11,-22,-1,0,100,0,28,0,0,0,0
1,48,-14,3,0,100,0,37,0,0,0,0
1,38,-22,-1,0,100,0,18,0,0,0,0
1,95,-14,3,0,100,0,26,0,0,0,0
1,154,-20,-1,0,100,0,16,0,0,0,0
1,15,-10,3,0,100,0,13,0,0,0,0
1,60,-12,1,0,100,0,16,0,0,0,0
1,41,-10,1,0,100,0,65,0,0,0,0
1,59,-16,-1,0,100,0,84,0,0,0,0
1,28,-10,1,0,100,0,20,0,0,0,0
1,7,-16,-1,0,100,0,3,0,0,0,0
1,30,-10,1,0,100,0,37,0,0,0,0
1,44,-16,1,0,100,0,26,0,0,0,0
1,46,-10,1,0,100,0,14,0,0,0,0
1,19,-10,1,0,100,0,4,0,0,0,0
1,36,-18,-1,0,100,0,36,0,0,0,0
1,33,-12,-1,10,100,0,8,0,0,0,0
1,108,-16,-1,26,100,0,46,0,0,0,0
1,20,-12,-1,38,100,0,60,0,0,0,0
1,76,-10,-1,48,100,0,18,0,0,0,0
1,87,-22,-1,50,100,0,14,0,0,0,0
1,5,-10,-1,50,100,0,7,0,0,0,0
1,9,-10,-3,50,100,0,0,0,0,0,0
1,21,-8,-7,50,100,0,60,0,0,0,0
1,27,0,-5,50,100,0,26,0,0,0,0
1,22,0,-5,50,100,0,17,0,0,0,0
1,2,0,-5,50,100,0,30,0,0,0,0
1,57,-6,-3,50,100,0,6,0,0,0,0
1,4,-4,-1,50,100,0,0,0,0,0,0
1,37,-20,-1,50,100,0,11,0,0,0,0
1,4,-12,1,50,100,0,25,0,0,0,0
1,53,-10,3,50,100,0,55,0,0,0,0
1,29,-20,3,50,100,0,13,0,0,0,0
1,24,-12,3,50,100,0,26,0,0,0,0
1,14,-12,-1,50,100,0,18,0,0,0,0
1,85,-22,1,50,100,0,6,0,0,0,0
1,27,-14,1,50,100,0,11,0,0,0,0
1,114,28,37,50,100,0,32,0,0,0,0
1,38,30,37,50,100,0,0,0,0,0,0
1,3,24,33,50,100,0,54,0,0,0,0
1,41,20,29,50,100,0,60,0,0,0,0
1,167,22,25,50,100,0,85,0,0,0,0
0,827,24,21,50,100,0,68,0,0,0,0
0,0,18,17,50,100,0,66,0,0,0,0
0,12,12,13,50,100,0,69,0,0,0,0
0,17,10,11,42,100,0,112,0,0,0,0
0,26,8,9,34,100,0,63,0,0,0,0
0,0,8,9,26,100,0,14,0,0,0,0
0,4,6,7,20,100,0,21,0,0,0,0
0,12,4,5,16,100,0,14,0,0,0,0
0,3,4,5,12,100,0,43,0,0,0,0
0,39,4,5,8,100,0,92,0,0,0,0
0,34,4,3,4,100,0,73,0,0,0,0
0,18,2,3,2,100,0,833,0,0,0,0
0,5,4,3,0,100,1,207,0,0,0,0
0,32,4,3,0,100,1,30,0,0,0,0
0,24,4,3,0,100,1,48,0,0,0,0
0,7,4,3,0,100,1,22,0,0,0,0
